,x,y
0,4.4804965465088475,3.329107714690239
1,2.1153557628042763,1.743644928360717
2,2.6444005117004528,1.4695021885388622
3,3.73987497749654,2.7504442386386017
4,3.224917300687881,2.4683212864772957
5,2.6094629152568114,1.4521628027775852
6,2.7881233850699574,3.341780466044143
7,1.647940415379753,3.0828751522107343
8,2.304204504551302,3.796744951777764
9,2.4655781956651346,4.345498033064221
10,6.9253717729900695,7.066009191967444
11,7.056977953007116,7.2362130973138825
12,6.68401419042897,6.7477405011689955
13,6.1268030151559225,8.601097352226851
14,7.678449112428808,6.824275001954087
15,6.159217379088944,7.103275853858888
16,7.236968246006247,7.981135327121945
17,8.313385014293214,8.294777807700196
18,5.308561279516768,7.579448281443211
19,6.237030342546189,7.097014863505512
20,10.18172756054276,11.049503953846719
21,9.354809670737131,11.56686692435132
22,9.529682214846474,12.065943258319336
23,9.306968960806866,10.324175290790375
24,11.71940634873271,11.036852317842854
25,11.620584560986345,11.408481431249843
26,11.876218230194667,10.660876941673262
27,10.586166516794641,12.300555855432691
28,11.850207014635213,9.391748608587072
29,12.368617034283526,10.763284350758397
